poi_id,poi_type,aantal,afstand_poi_station,loopafstand_gem,naam,station_naam,inuit,station_type,aantal_unieke_trackers,aantal_trips,aantal_trips_trein_station_buffer,journey_distance_gem,aantal_regionale_reizen,aandeel_regionale_reizen,aantal_trips_lopen,aantal_trips_fiets,aantal_trips_btm,aantal_trips_trein,aantal_trips_auto,fractie_lopen,fractie_fiets,fractie_btm,fractie_trein,fractie_trein_station_buffer,fractie_auto,aantal_trips_gewogen,aantal_trips_lopen_gewogen,aantal_trips_fiets_gewogen,aantal_trips_btm_gewogen,aantal_trips_trein_gewogen,aantal_trips_trein_station_buffer_gewogen,aantal_trips_auto_gewogen,fractie_lopen_gewogen,fractie_fiets_gewogen,fractie_btm_gewogen,fractie_trein_gewogen,fractie_trein_station_buffer_gewogen,fractie_auto_gewogen,aantal_trips_station,aantal_trips_station_lopen,aantal_trips_station_fiets,aantal_trips_station_btm,aantal_trips_station_trein,aantal_trips_station_auto,aantal_trips_station_gewogen,aantal_trips_station_lopen_gewogen,aantal_trips_station_fiets_gewogen,aantal_trips_station_btm_gewogen,aantal_trips_station_trein_gewogen,aantal_trips_station_auto_gewogen,fractie_station_lopen,fractie_station_lopen_en_trein,fractie_station_lopen_gewogen,fractie_station_lopen_en_trein_gewogen,geom_polygoon,station_geom
1,ijsbaan,23,678.58747196,,IJsbaan Twente,Enschede Kennispark,2066,stoptreinstation,21,58,0,26506.379310344826,43,0.74137931034482758621,5,7,0,0,46,0.086,0.121,0.000,0.000,0.000,0.793,0.244,0.020,0.021,0.000,0.000,0.000,0.203,0.082,0.085,0.000,0.000,0.000,0.833,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000004A00000012063AEFF9F20E4170D7385DFBE51C41D2A41B90FDF20E41908BBD6E0FE61C41B0F3DF9E2EF30E4151DAD392ACE61C41B5666D7569F30E4185E49ADA63E71C412F89007088F30E41250FC09BC5E71C41542F559691F30E41000F8CA4D9E71C415A3AAE6BA0F30E41A8F76DB0EDE71C41C60D0346B4F30E41F1D8679500E81C41EED78DF0CCF30E41D78A2D0312E81C41AE09B6E1E9F30E41F5A265BF21E81C41DE35A2D70AF40E41D6D9D7622FE81C419008EBE52EF40E419BCDF9C83AE81C4102DCEABA55F40E41889500B843E81C417F0CA8867EF40E41D2B544004AE81C4106995193A8F40E41C0F5F69F4DE81C41C35BFB39D3F40E41C622A37E4EE81C410ED1BCC5FDF40E410B4DB1834CE81C41FEC66F6327F50E41D56E37CF47E81C412821CF5C4FF50E412F2ECA6A40E81C41DAEF2A3275F50E417B86B98236E81C41A78DD01098F50E41B9EAB62B2AE81C41681F2778B7F50E41EBBEDAA81BE81C41CE04A0BDD2F50E411965D23C0BE81C41078D9398E9F50E41D7DB442BF9E71C41BAACFA6BFBF50E41737267C2E5E71C4125F3C51708F60E41FFFC7868D1E71C415D5D50450FF60E4113EDFC60BCE71C417CC4F3FE10F60E417FF03807A7E71C41BA6AACF10CF60E41EE7F8E4391E71C413A6882EF86F60E411C1660A987E71C41C816002A7FF60E414EE0D83B6FE71C4158EE590781F60E41DA8F04136FE71C4110BEBD2780F60E415C2E3A4E6CE71C41512B0FCC7DF60E4117BE31816CE71C41360D556375F60E41B11ECC3E52E71C415997CC9698F60E41E1F6706F4FE71C419AE1D21A98F60E41E90A57DF4DE71C41AABAEEC294F60E4169C4301B4EE71C413A62E3EB8CF60E414B1B60A734E71C4178813F3690F60E414A6DFE5F34E71C4152B245BA8FF60E418282E4CF32E71C41C4ECD16A6CF60E414898F89E35E71C41E41ECB7264F60E419BC92FA81CE71C4138BF3FD774F60E41920C50651BE71C41B56B5AA462F60E41D67B70BEE1E61C418390BCD952F60E411ECFD802E3E61C41AA45E99409F60E411576CFE8FBE51C412E8FD4630BF60E41448F3BCBFBE51C41A619AA840AF60E41C0080DFBF8E51C41647D84E4FCF50E41A62F7257D4E51C4168B6120F83F50E41246BE208DEE51C41F2A12B7779F50E414ED83ECBC8E51C410260D3A16AF50E415C6757BFB4E51C4158C2E3C756F50E410862F2CEA1E51C41AF733C0F3EF50E41D65C016190E51C413CC0720F21F50E41BE2202B080E51C413CCCB52700F50E410B26480173E51C41567FAC0ADCF40E41E70061A667E51C411682D550B5F40E41DAE601C35EE51C41420498938CF40E415D75176458E51C412A17848662F40E41289066C454E51C4121E6FDD037F40E41FD50FFF053E51C4148194B370DF40E41087C70E055E51C41ECE1BEA6E3F30E41472A7CA05AE51C41477F0F91BBF30E41C949AE0462E51C41FF0867C995F30E41586FF0EC6BE51C41F65900DD72F30E4106EE793878E51C41B489F09153F30E41350D48B086E51C410CF3F62F38F30E41FB9D7B2797E51C41D11DFF6221F30E41638B3939A9E51C414E8720820FF30E41FC7F9996BCE51C4188D075D602F30E419E908FF0D0E51C4175BBA89AFBF20E412D815003E6E51C4112063AEFF9F20E4170D7385DFBE51C41,010100002040710000C07708236F060F41D641A98600E11C41
2,ijsbaan,49,1874.27573527,,IJsbaan De Meent,Alkmaar,21495,knooppuntintercitystation,41,185,0,16066.108108108108,79,0.42702702702702702703,7,19,0,0,159,0.038,0.103,0.000,0.000,0.000,0.859,0.854,0.030,0.089,0.000,0.000,0.000,0.735,0.035,0.105,0.000,0.000,0.000,0.860,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000020000002B0000008E8D193A77AFFA40D76CC83888851F419AEEC3218DAFFA40BB4D63F7A2851F41AC2B96DABEAFFA40CCDAA41CBD851F415F5B4461F7AFFA4061F86FD0D3851F4178E58AAE40B0FA40AF0F653AE7851F41C25198CB9EB0FA40BF65D219F8851F41BCC4F1DD01B1FA40E4E30B8202861F413633E44D63B1FA4080BA38C209861F4170449FC0C5B1FA4017E3194309861F416BA4E4262AB2FA40C51838CE08861F41F4A861648EB2FA40EC74891304861F41A815897BECB2FA402D35BB32FA851F41AF59FF6041B3FA40FA4CDADDEA851F41CE3F932E92B3FA40E8FC3956D6851F4106D1EE8F31B4FA406C61BFCFE5851F41FE1E4FF7ACB4FA4084A1EF0095851F41574B4B0D9FB4FA40CCC962B393851F41B476216FDBB5FA4093CE4041C4841F41BF4A42FA5DB5FA405718A637B8841F419C59817D72B6FA406CE2FC9205841F41925C873394B6FA40A4BE7D0E09841F414C85C27DAAB6FA40AD1794D3F9831F41E8746AC389B6FA40DC837690F6831F41D5D1479E98B6FA4042EB02C2DC831F41E4537A979AB6FA40BB2E3534C3831F413284F2B988B6FA40632A4640A9831F41F6460D1164B6FA40ABEB2BC490831F41FB1EC98631B6FA40DE2773CE7A831F415B15761DECB5FA400F391C2967831F41763F030794B5FA408735E83F55831F410344D5B52EB5FA40B456C3CC48831F41552E5365C7B4FA4042FD16E540831F415197602A5FB4FA40A826D97C3D831F41961F70D9F5B3FA4082F431D33F831F41BA7FFBC090B3FA408275E8F444831F41BD2C29832AB3FA4092E2B11F51831F4143599DE6D6B2FA408A69B40863831F41281C609390B2FA40FA9CC5D376831F41E880A21658B2FA40851EEFC48C831F413C82F8BD27B2FA403D5993DCAB831F41F591FDFE96AFFA40E0BE2DC854851F4134600B3C7AAFFA40BED34C6B6D851F418E8D193A77AFFA40D76CC83888851F4113000000CA21D55973B0FA40392D48CE83851F417AF469A37AB0FA40A9489C9167851F41F918102E25B3FA40A057138FAA831F416CFFFAC676B3FA40AECF350694831F410F8305AADCB3FA4092DADE2984831F4192DFA2AE53B4FA40AAE2A86E7D831F41E61D6127D0B4FA402BE4565483831F41DC95422A35B5FA404D250F3593831F4192D207B677B5FA40B825F95AAB831F416C5CBB9C99B5FA40E2F1314CC8831F41A8C480058EB5FA40D4EDEB63E5831F41021A4378E3B2FA40370A8271A2851F413BE9512A8FB2FA4038569BF0B8851F412697629027B2FA4059F9E34FC6851F41472F005DB2B1FA40DECEB263C9851F41F9185BB743B1FA40E0DB954DC2851F41060B2267E1B0FA40D3263D00B5851F414D2B734D9AB0FA40C0D4959F9F851F41CA21D55973B0FA40392D48CE83851F41,010100002040710000C82F8C393224FB4098F06B207A8C1F41
3,ijsbaan,137,2246.04340784,,Ireen Wüst IJsbaan,Tilburg,35503,knooppuntintercitystation,103,1343,1,9582.434847356664,281,0.20923306031273268801,408,201,4,2,728,0.304,0.150,0.003,0.001,0.001,0.542,6.216,1.222,1.193,0.013,0.006,0.003,3.783,0.197,0.192,0.002,0.001,0.000,0.609,2,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000001F000000591267D9D1440041897C2A4CE41618415F1C38C0DA4400410FB13D07141718416AC9950A0045004158E583ABDB171841AE76C52B1945004149D5890262181841E1415BBE1A450041D43CC9A36A181841CE6C182825450041A509A760A21818415A8E1256304500411FA08F0EBF1818412387188C46450041C2EB753EDA18184103591E9A5A4500410B790277E9181841CABD79B966450041C01CF4B1F21818419CF28C3F8F45004123F75636071918411FE5489EC0450041B875BDD61719184134B324E1F6450041B57E07D922191841736F89FB2F460041C96BA6BB28191841E85C857A6A460041E7281FC9281918414D55F2C2A3460041026E3A47231918415E83F10ED9460041127373701819184151F7BB08DB46004156D8C7CD221918412303268E034800419A680ADD141918410A27BD79A1470041B1A934E90517184109732C6BA24700412D034CDD0517184169D9301383470041384EA9DF5E161841BD0BC121824700419AFA91EB5E16184106935B9177470041500149D42816184167916EFA38450041B1BDB1D343161841BEDAB8E73E45004116927FC962161841B58A8A901545004160DDF10877161841DC1C17C0F4440041B63769508F161841E677C31DDE440041DC7C9B54AA161841BB9CA468D8440041227CB638C5161841591267D9D1440041897C2A4CE4161841,01010000204071000064D83564DD590041EF66FA9B65391841
4,ijsbaan,19,822.0469004,692,Jaap Eden - IJsbaan,Amsterdam Sciencepark,4869,stoptreinstation,16,106,1,17367.264150943396,50,0.47169811320754716981,1,50,4,6,45,0.009,0.472,0.038,0.057,0.009,0.425,1.103,0.003,0.697,0.013,0.023,0.004,0.367,0.003,0.632,0.011,0.021,0.003,0.333,6,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.833,0.833,0.833,0106000020407100000100000001030000000200000028000000E28D4A79D875FE409CB462604D921D41A86C6271E475FE409478AC2067921D41FA0383F1FA75FE40A42F16157F921D41829D6F541F76FE40153E413694921D418F9B25748E76FE401DB989FBB8921D414CAF3C23AD77FE400E8CE63DFE921D41D66FB3E2EB76FE40DB40A22F31931D4121B235CDA579FE407C3BDCFBDC931D414E158CA06F7AFE40A7B8B56CA8931D41D35FCAD5BE7BFE40389FCA44F7931D4157F84DAB0E7CFE409C83F1E005941D41D70D8F8B6C7CFE40E0745E200F941D41527C2EFDD27CFE405A55508916941D4186310C02447DFE40800FC47A19941D417103E564AE7DFE40F23FF93214941D4167EE88B1187EFE403B9AB95B0B941D41EA05E451707EFE40089FF9CDFC931D41F4228A64C47EFE400D17FE95EB931D418D78F12A017FFE4022AD243ED7931D4140160448337FFE407534F45ABF931D41A20EC5504E7FFE40BA5393D6A8931D415AD5B7F55A7FFE405EC76EE48D931D4101CABE08567FFE40BC9B36B676931D41009AC84B3F7FFE40CAE994D25D931D41255D84171A7FFE4038CDCB5546931D418A920FECDB7EFE4038E1BEE22E931D415E74A141707DFE4024D53A01D7921D41353D833E7979FE40BC5467C3E1911D41241B9ACE1F79FE40F5ECAFE6D2911D41F32353A4BB78FE40A44FCCB9C6911D41D756F1C64778FE407BD3CE79C3911D410618C11BD477FE40884E40C9C3911D4158CD48F06977FE408BD77A1CC9911D417A1260CAFF76FE40704DF5C6D3911D41906F6435B176FE407B701E2FE2911D4166C40AD86976FE40C4355578F1911D419A2F79233076FE408A50FE7906921D41B6005C230176FE40FEC1F14F1C921D41A3909E76E775FE4024958FD434921D41E28D4A79D875FE409CB462604D921D412D0000001626521CCB76FE40BFEEF9AC4F921D41FA6B8761D076FE40F8512DD443921D410DE0FA7DD976FE403213EEFF38921D41E830FC85EB76FE407B5C1A5B2D921D41CF5A77370977FE40706F878F21921D416A2E28402977FE40229F8BDA17921D4172D01AB04D77FE4069DD31E00F921D417DA139918877FE409A9B273207921D4119406DCEBB77FE4088FB549F02921D413CA51DA2EA77FE4055371B6A00921D41FADAE7BB2478FE405C4D9D0300921D418ECF1E3B5978FE40C03CF14A02921D41C69FC6E59278FE40B284C96E06921D414A2E81DDBF78FE405A9C13E80C921D4187861061E178FE4015347C2113921D41565E26C61D79FE408AED324D20921D41C9F88E850E7EFE40B369A9AB52931D41EC19F1D2317EFE40251E52365F931D418FC2AAE3477EFE402D379BE769931D41B352853B5F7EFE40D3E0824B7C931D4192C69371607EFE40A21F83BA85931D414E104B5F617EFE40A34DC4FC90931D41EA0B583F567EFE40AC0B0C399E931D41D2BEEC3D477EFE40466B37CBA8931D419BAEF5E42E7EFE405D653CC2B4931D41D51FE062197EFE40865B5972BC931D41A2241DD5FF7DFE401FA4B5A6C3931D41CF8E7BC2DE7DFE40AC5F2F00CB931D419F5E78D9AA7DFE409E8C4750D3931D41D7406C737F7DFE40B8D66F79D7931D41E8625A19557DFE40DD0570DAD9931D41904CC7B2317DFE401AF64627DB931D4124F70B3F0F7DFE40D66FEF1DDB931D41A20CB91CE77CFE40EA53168EDA931D41DBB94A64BE7CFE4085D0814DD8931D412A379C87957CFE4080D92BB7D4931D41C440C3815D7CFE408F1BA063CC931D4169AF1C4E347CFE401B8453D1C3931D414AFB42F12777FE402937F8B48B921D41EC3B6F0AFE76FE40878C78DC7C921D41D42B5182ED76FE4020B05E9675921D41BA7337C5E376FE405DB4D0AE6F921D41346C6772D776FE402C2C519F66921D41E6D36A54CE76FE40602B55EE5A921D411626521CCB76FE40BFEEF9AC4F921D41,0101000020407100006C76418B1683FE409523C46DA89F1D41
5,ijsbaan,53,2118.20443839,,IJssportcentrum Tilburg,Tilburg,35503,knooppuntintercitystation,46,263,0,17944.220532319392,70,0.26615969581749049430,14,64,0,0,185,0.053,0.243,0.000,0.000,0.000,0.703,1.420,0.046,0.286,0.000,0.000,0.000,1.088,0.032,0.201,0.000,0.000,0.000,0.767,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0106000020407100000100000001030000000100000017000000FBB2D5BA3E4500417CF8526D5C191841B0D75AB9664500412F920FDD351A18415F602EB6B5470041B45257C91A1A1841E710E206B94700414AC610892C1A1841ADED3DF6E5470041C6946A642A1A18418BB69D5AE2470041AC9228DD161A184186D7EAFFDC470041BCEAE5D0F919184183FF66D52B4800412B818071F6191841FA8CB45D2B48004142F16EAFF3191841440D486329480041364F5B02E9191841AFF88125244800414EBBFE2ECC191841A7EA0861134800412B5194807019184180E06F9D0D480041287B92F65019184164372688FA470041DA7F41F0511918414F8FEF8CF847004144E60AE846191841FFCA0247CE470041327CA9DD48191841E8528058C5470041CC4D1549491918411BB9AB59C54700418AE6C9D149191841DB2E6EDCBC470041B004660F4A191841642BFC90B74700419A056C802D191841EFA3DF848A470041F7AB5A8E2F191841924BE9F18D470041FB03A04241191841FBB2D5BA3E4500417CF8526D5C191841,01010000204071000064D83564DD590041EF66FA9B65391841
6,ijsbaan,12,10130.57290811,,Drunense IJsclub DIJK,Vught,1917,stoptreinstation,12,36,0,21875.555555555555,18,0.50000000000000000000,12,2,0,0,22,0.333,0.056,0.000,0.000,0.000,0.611,0.134,0.051,0.006,0.000,0.000,0.000,0.078,0.376,0.042,0.000,0.000,0.000,0.582,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000002F000000E768E80266E200416C4E7A9453F71841B55684976BE200415078434A6BF71841B0593E5875E200412B2F8CEB7DF71841B0A0BD3E86E2004184ED2ED491F71841544D0DD69CE20041D736DA4DA4F71841758DC39DB8E2004105480FD0B4F7184103DA81F9D8E20041D47F510BC3F71841D95CDD22FDE200414AC390F4CEF718413685B77C24E300414E2964CAD7F71841CA2A57FA4DE30041506998D1DDF7184169E9DB797EE300411F1CFBACE0F7184123093799CEE400411C7C11AFE5F71841367A063BF9E6004191B86FF0EDF718418F38000025E70041B390FD10EDF718418A85E31550E70041CB8A272BE9F71841C641627D79E70041CCE6C611E2F7184109018162A0E70041D197F314D8F718412F370FFFC3E70041E669C94BCBF71841F8245D7FE3E700411ED8F133BCF7184112DD6839FEE7004152D8B3CDAAF7184106100DBD13E80041696285CF97F7184179306D6023E80041624A765083F71841906CBDDD2CE80041D6F321F06DF7184195ED781930E800412CC2E42B58F718419FD62DF82CE800415A9D7F8C42F71841431C147A23E8004153D61F342DF71841BE19BBD813E800419EE662AB18F7184183365978FEE70041BD639D9105F7184108761BD9E3E70041C5F1214DF4F61841B0FB795EC4E700416401590BE5F618416C30DDDDA0E700410FDF9E54D8F6184154B500D779E700412DA6EB4ACEF618418749078250E700419B601732C7F618419003037B25E700410A1E0E2CC3F6184130341FC1F9E600411CC62D4FC2F618419817573C86E300410F46A44FBDF618419DEC105D66E30041A8296613BEF61841C0B3D7FF3BE3004184B83454C2F618414A00DD5E13E300412B35938FC9F61841C58E5340EDE200413AA364AED3F6184196EB3FA3CAE20041FFCA3CB0E0F61841F6AF5822ACE20041D706F7E9EFF61841AFE2B77592E200415A96E04F01F718419443F4627EE2004115E7B86F14F71841D59363F76FE20041AA0B29CC28F7184126F516C067E200413C65D1093EF71841E768E80266E200416C4E7A9453F71841,010100002040710000ED261A43C21D02415ABBC1B8EBDD1841
7,ijsbaan,31,2214.01228199,683.3333333333334,Vechtsebanen,Utrecht Zuilen,2295,stoptreinstation,26,184,1,15402.119565217392,77,0.41847826086956521739,4,100,1,4,75,0.022,0.543,0.005,0.022,0.005,0.408,1.244,0.020,0.441,0.003,0.043,0.011,0.737,0.016,0.354,0.002,0.035,0.009,0.592,4,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.750,0.750,0.750,0.750,010600002040710000010000000103000000020000001A0000001C59B474CB62004140FE1EE8330B1C41AB4648DFCB62004123D533C0650B1C410F9E40A1F962004135983FEB940B1C4150C59099426300416219AD87BB0B1C41D8C7AEE499630041735379CACA0B1C41A330C2152264004107B91BC0C90B1C414D37465A616400417E34623EBB0B1C41546BD4C47E640041B7C36690AD0B1C4129B669318C6400411C00004DB40B1C415D19AD07DB650041E6F7CDFA0C0B1C41B5963D1E90660041656B6E7BB20A1C412EF5E92D8A660041DF9F64DEAF0A1C41A9A6015618670041B6AD2C1E650A1C41E4EA499E4E67004195C9A630490A1C41DE01F78E67670041BE865ABC150A1C415A240472736700412916900DFB091C41CF71902963670041A6F02219D2091C4144C789E53C670041C01761D9B4091C41B07CFE6600670041F9DB5DE292091C411CBA7610A6660041E51E4F7B79091C41FF8A73C61E660041E43663F370091C41FB21484EB9650041A84C299C84091C4108A015E288650041D07BB3A099091C4175A42F420F63004159001826D50A1C412872502BDA6200416B9CFE0D030B1C411C59B474CB62004140FE1EE8330B1C41140000004A8DEDE841630041E22FEEC82D0B1C41A167516A5B630041FCCFCF08170B1C41C90B6EAFCD6500412503830FDA091C4123A6BAEE07660041AF7DA028C7091C413C6F431B48660041967D01FDBB091C41AF477D508A6600412289556BC5091C4122C88F4DA266004158724D90D1091C411CF7A194C46600413655C591E9091C41B38EABF4CE660041985DD2CCFF091C41FD4F5E6DCB660041FCB10CF1100A1C41E496C0EDB666004155743BCF230A1C41F91BB7AE06650041D5DECE48FA0A1C413156693C49640041AC0BAC61570B1C4129DDD64D0C6400417EC94AA7700B1C41A0ABE36BED630041C1E2A44E790B1C41A37D234AC46300419D4FF6E77A0B1C41467220F489630041C8DE1BD2750B1C41ACDD5A0C6B6300413867590B680B1C4170AC35D3486300415903F209500B1C414A8DEDE841630041E22FEEC82D0B1C41,01010000204071000054FE750C6E6F0041B6B4071E6EE81B41
8,ijsbaan,14,2308.89576044,,IJsbaan Kerkpolder,Delft Zuid,4719,stoptreinstation,13,34,0,25764.70588235294,14,0.41176470588235294118,5,6,0,0,23,0.147,0.176,0.000,0.000,0.000,0.676,0.183,0.016,0.046,0.000,0.000,0.000,0.121,0.089,0.249,0.000,0.000,0.000,0.661,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0106000020407100000100000001030000000100000018000000EE393735781CF440D4C383196F2F1B41ED2605FE8F1CF44000DE5ED2A22F1B415990E85FE21CF4407748E52AD12F1B4179745B975D1DF440811E864DF32F1B41A1E7574E051EF440562055C00B301B419D597138841EF440AB2759AE14301B41C30E6C7B9125F440BFBFE88E84301B41A898E0D13D26F44050E41E6288301B41AEEA3AD90527F4400C6E063179301B4168FB4785AE27F440F0F2AC2E5C301B41028C96E72C28F440968DE45F32301B41B6FC503E7A28F44038A12413F72F1B41BF303D337B28F4406B4BE817C92F1B41DCB881134828F4408948DA639B2F1B41C79361DBEB27F44000ECEF3A792F1B416231013D4E27F440091A01E9582F1B411D8E9092C126F440CB7A2332482F1B41A87FB8B6971FF440121EBB6BD82E1B41BBA1E5F2E31EF440BB662878D52E1B416A3B7D09281EF440C0177848E32E1B41723DC1027C1DF44075008FC2F72E1B410CDB9AB1FD1CF440CA77DC54172F1B41FC015798A21CF44024DE3F25412F1B41EE393735781CF440D4C383196F2F1B41,01010000204071000078DBB1CD37B2F44045E3A81E6B2C1B41
9,ijsbaan,49,392.84640439,,Triavium,Nijmegen Dukenburg,2668,stoptreinstation,43,112,0,21342.410714285714,53,0.47321428571428571429,0,8,0,0,104,0.000,0.071,0.000,0.000,0.000,0.929,0.733,0.000,0.068,0.000,0.000,0.000,0.665,0.000,0.093,0.000,0.000,0.000,0.907,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,01060000204071000001000000010300000001000000760000006B8C0F97D34D0641AEB1DD1C42011A4163C1FDF5D34D06411DA84D7E43011A41F0323EE2D44D06410F1EBDD444011A4152CAF24DD64D0641AD2D590946011A417E861B39D84D06416CD7211C47011A414D62BD79DA4D0641EBC4CBEA47011A4108DA970FDD4D0641EEDD1F8C48011A41383BBCDEF84D06419EFCC3954C011A415C740C38F14D0641B2C91E1F5F011A41057DF7C3F04D06418AFC8C2779011A418D199895F94D0641F3B670A292011A4198B47C3E0B4E06415029A1ABAA011A41881D324F254E06411B4D19BAC0011A418F2E6DD1444E064160C3CA53D3011A4105F566F6134E064158C27C22EB011A418CB1548ECB4E0641DDB678CF05021A41E100E917CA4E064118C1366308021A416CF8ADA7EF500641F802E9A258021A41C686DC3AF15006416AE0ADE155021A4147912D9B425206414FB4B0617E021A41E8C3F4BF7A52064102316EC602021A41AA70DDAF805206411325CCA9F5011A41821271DD85520641959C9641F6011A418C3223AC885206413115E8C0F6011A41217B34A68B520641481834E5F6011A41AECCE9928E520641785B1BC5F6011A415898637291520641066B3955F6011A41CA2C070C945206418C87CAA0F5011A417ED8B743965206412A23569CF4011A41374DD50A9852064107FF6375F3011A4115D88153995206419E262115F2011A419E7500F39952064145CE9C9DF0011A413C674D059A520641DCF5B325EF011A4105882B6E995206410C8452ADED011A4124AA76499852064142EDB956EC011A41893B4F979652064123BE8516EB011A412E0F526594520641C4D2511AEA011A4196B81BDE915206411B6A734BE9011A41680D490F8F520641306086D7E8011A41BAEDDC3C875206416C591AEEE7011A4106259308C7520641B3FD50E059011A41922C7194B4510641C3490BE831011A41850E3AFFB6510641AA79A1D12D011A41C4BEFC65B75106414DC3BD702C011A4116016D3FB7510641FD1ADA1A2B011A410ED5C999B651064126179CC429011A412E6BD274B55106416C9FCC8428011A41E2F584DEB35106414C31DA6627011A41AF0DC1D6B1510641EA40297626011A41A81BC287AF510641F0603CBE25011A4106BA67F1AC510641A604784A25011A414E5B04A1AA510641871DDC0F25011A4149C6C133A85106415665220E25011A41F4983CD4A5510641D112A02E25011A41D46D5482A35106419599B97C25011A413B14E74BA15106418FEA410F26011A41D65D8F699F51064188B9FCDA26011A4123E6AAF79D51064144A699D427011A41AB125AF69C510641DF3CB4F028011A4198CD09ED945106415B0B995B36011A41FBB71028795006419EDFDFC80D011A411628AA2C764F064199EEBA15E8001A4159024EC47D4F064103BE78E3DA001A41024BCF1C7E4F0641F848EF8DD9001A4191661EE87D4F064111B00138D8001A416FF159347D4F0641BCF6B9E1D6001A413C933F0F7C4F0641D17B4FADD5001A41B5ACB06A7A4F0641913BB89AD4001A41D279EA62784F0641283E08AAD3001A41EB42C913764F064115E580FDD2001A41364AAC8B734F0641734D637ED2001A41AA16AD02714F064111E0044FD2001A4117AEED6A6E4F0641A5B29258D2001A41EF9FCBE06B4F0641C757BC8FD2001A4128884380694F0641D1BD5E0BD3001A41EF099649674F064129FDB0B4D3001A41C7FDFC74654F06413D0AA4A2D4001A414556D902644F0641A7890AB3D5001A4120B14901634F06413B7EEEE5D6001A41083D4A305B4F0641CCF4C767E4001A419E8F33854E4F0641C45A0DD0E2001A4195955CCB414F06419D203F71E1001A41FCCA45F4344F064102A0806DE0001A4128D82F00284F064186F108AEDF001A41686339FD1A4F06411A19E232DF001A41197840F90D4F0641CD00DF12DF001A412909A6F4004F0641AD4DD22BDF001A41093809EFF34E06418A5AE99FDF001A4131E4E704E74E0641E2436F58E0001A41B02C0328DA4E0641AF7ABE60E1001A4194667B58CD4E0641408B72ADE2001A4169288CC0C04E06418CEC0D4AE4001A414C8A1844B44E0641D426182BE6001A4131853DFFA74E064163AF095CE8001A41B16A1BF29B4E0641D8107ED1EA001A413CEDB30E904E06412AD50680ED001A419158227F844E064123E48A7EF0001A415A5E6835794E064150C79BC1F3001A416C4BA6316E4E0641C809D53DF7001A417615F98F634E0641FF1CAFFEFA001A41616A6242594E0641478BBBF8FE001A41BCE800574F4E06415B52042C03011A41E0AF95BF454E0641B0E3E3A307011A415321BDA63C4E06413C55AF490C011A4140043AF0334E064147A5521D11011A41EDEB987F294E0641DBDC7B7E17011A41CD18021E0E4E0641B8A9AD942D011A41B9DFF15A004E06412F45AC133F011A418E56D161E44D0641EEA3BCE73A011A4191831992E14D06415A8391C33A011A419BDF7FC1DE4D0641018E25EF3A011A4124BEA01ADC4D064121D8CD533B011A41289C3B9DD94D0641574953083C011A417C650B82D74D0641EAF414F63C011A41F3C211BBD54D06412B68A4113E011A41FB5BE980D44D0641AF29C54F3F011A41EB9573C5D34D0641AB3A6DB040011A416B8C0F97D34D0641AEB1DD1C42011A41,0101000020407100004BD4F945845B064129E4261830041A41
