poi_id,poi_type,aantal,afstand_poi_station,loopafstand_gem,naam,station_naam,inuit,station_type,aantal_unieke_trackers,aantal_trips,aantal_trips_trein_station_buffer,journey_distance_gem,aantal_regionale_reizen,aandeel_regionale_reizen,aantal_trips_lopen,aantal_trips_fiets,aantal_trips_btm,aantal_trips_trein,aantal_trips_auto,fractie_lopen,fractie_fiets,fractie_btm,fractie_trein,fractie_trein_station_buffer,fractie_auto,aantal_trips_gewogen,aantal_trips_lopen_gewogen,aantal_trips_fiets_gewogen,aantal_trips_btm_gewogen,aantal_trips_trein_gewogen,aantal_trips_trein_station_buffer_gewogen,aantal_trips_auto_gewogen,fractie_lopen_gewogen,fractie_fiets_gewogen,fractie_btm_gewogen,fractie_trein_gewogen,fractie_trein_station_buffer_gewogen,fractie_auto_gewogen,aantal_trips_station,aantal_trips_station_lopen,aantal_trips_station_fiets,aantal_trips_station_btm,aantal_trips_station_trein,aantal_trips_station_auto,aantal_trips_station_gewogen,aantal_trips_station_lopen_gewogen,aantal_trips_station_fiets_gewogen,aantal_trips_station_btm_gewogen,aantal_trips_station_trein_gewogen,aantal_trips_station_auto_gewogen,fractie_station_lopen,fractie_station_lopen_en_trein,fractie_station_lopen_gewogen,fractie_station_lopen_en_trein_gewogen,geom_polygoon,station_geom
29,gezondheid,273,1493.6290022,1880,VieCuri,Venlo,4715,knooppuntintercitystation,132,2334,6,29277.523564695803,1422,0.60925449871465295630,24,417,2,6,1885,0.010,0.179,0.001,0.003,0.003,0.808,14.044,0.115,2.072,0.027,0.032,0.032,11.798,0.008,0.148,0.002,0.002,0.002,0.840,6,1,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.143,0.143,010600002040710000010000000103000000010000000F000000ED08300F0168094137316EA526DA1641C4EE0972046C094198148E8C80DC16418FE144AE1F6C0941E7B77385FBDC164135642FA8866D0941DCA182E132DE16412EF9044313700941B6AD955EA3DF16416E8A369760710941E73B5B84A1DF164133816A916F720941C54615A40EE0164194242A78B87209418FCE7F85F3DF1641A0E88470F0720941DD8A8BA0DADF16418F7ADE74A175094191B28CECB0DE1641AFC097D3897809417CD2815E6ADD1641905B8240B26F09415052290A60D816419C56A1D0156E0941A299E98A91D81641B00FF089ED6C0941462C533508D81641ED08300F0168094137316EA526DA1641,01010000204071000084D4EC18749909414AB4DFCDF4E61641
30,gezondheid,129,2333.38434402,480,Ommelander Ziekenhuis Groningen,Scheemda,2008,stoptreinstation,80,505,3,20625.48514851485,385,0.76237623762376237624,8,23,4,5,465,0.016,0.046,0.008,0.010,0.006,0.921,3.647,0.042,0.201,0.013,0.015,0.009,3.377,0.011,0.055,0.003,0.004,0.002,0.926,5,2,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.400,0.400,0.400,0.400,010600002040710000010000000103000000010000000700000064083CCD81B60F413183D09D2FA721414051D3B3C7BA0F41ADFA8426F3A9214186F7FBE341BB0F41103F01F9FFA921416E27522095C80F41BDD4C841A3A62141F2A4DBA4A9C70F4127DCC6BE20A62141B63830735AC70F4124B8F93712A6214164083CCD81B60F413183D09D2FA72141,0101000020407100009B1D12F8DFE70F413C666543B0982141
31,gezondheid,12,18856.32116891,,Antonius Ziekenhuis Emmeloord,Dronten,3545,stoptreinstation,10,23,0,21189.565217391304,15,0.65217391304347826087,0,3,1,0,19,0.000,0.130,0.043,0.000,0.000,0.826,0.472,0.000,0.355,0.008,0.000,0.000,0.109,0.000,0.752,0.017,0.000,0.000,0.231,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000000A000000F002D0F1C7C305412A48C08444FD1F41CC12245A61C405412838A7B7B5FD1F413CD8DBED3AC70541B74D2512AEFD1F41783D32DE9EC805410E607AE172FD1F41FCD975B59FC905410B1370CF19FD1F413FFF038EA0C90541127C2DF20AFD1F41D8C74EA094C7054163395E746AFB1F41CD95129356C60541B0DC513EDFFB1F41AF555E50C8C605416ECF456C37FC1F41F002D0F1C7C305412A48C08444FD1F41,010100002040710000CF53AB0250AF05412E6B1C447CD61E41
32,gezondheid,184,3480.31081121,786.6666666666666,Gelre ziekenhuizen,Apeldoorn,18602,knooppuntintercitystation,142,2094,9,20023.39541547278,1103,0.52674307545367717287,147,457,12,12,1466,0.070,0.218,0.006,0.006,0.004,0.700,11.167,0.576,2.701,0.079,0.053,0.033,7.758,0.052,0.242,0.007,0.005,0.003,0.695,12,3,6,2,0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.250,0.250,0.376,0.376,010600002040710000010000000103000000010000001B000000BE8F856BE69107411AF1BD2A8E721C410C6F17C90B9207412E82CCB295721C415C6D11F1269207415CC58DEEC2721C41538CE2590397074186285BE971731C4144A7B04AFA960741DF9C0F1F82731C418C2DEE05F79707410B359ACFA5731C4114AAC3D0F09A074180D65C6311741C4183BC7B54109B074175E95CF1D8731C4175C0B95F2E9D07414AE468F724741C419EC56DD99D9D0741BFC53BDC31741C41ABD1FF0DC49D0741887867F5ED731C41BB757C738E9E0741B14555D2E6731C41D4379B9FF89E074133B3622BA8721C41748F4F30349F07419499474C0D711C41848B2869409E0741C3886492EA701C4116FF0CE9D19D07419D503DC5FD701C411C77DD0D2D9B0741D7A565C69D701C4111B8B96F3E9B074181F40F227F701C41E9F47D0976960741E0A4364ED26F1C4170D4D5471F95074162AD22E36A701C4102C42D9BA0930741DC0DA1BD33701C41D4835B2D909207418DD38D4D5A711C416EF97B78739207417F3BF5658E711C419557CD3F31930741C022F8BDA9711C41622ECDEFFA92074104FD3960E8711C417E3D83DB5492074127554083C5711C41BE8F856BE69107411AF1BD2A8E721C41,010100002040710000D937554332C90741B4FD9D63BFA21C41
33,gezondheid,38,1192.61476036,,Adelante,Nuth,2008,stoptreinstation,33,169,0,18487.337278106508,99,0.58579881656804733728,4,7,6,0,152,0.024,0.041,0.036,0.000,0.000,0.899,1.308,0.013,0.033,0.026,0.000,0.000,1.236,0.010,0.025,0.020,0.000,0.000,0.945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000020000008E0000009DC4841FB6650741F8D2C86C1EE01341B3F2BC6BDB650741D6D0D28E1EE01341EFF4E919DA650741C26FB2A453E013418FF429D619660741D273710C54E013416F6C8FCA18660741A05B548091E013419062B65028660741822B12BC91E013411D5597B13D66074190D7CDB891E01341FADC7D133D6607418B69A22EB1E0134188D01606B6660741C36B42BFB1E01341A94836DCB5660741BCFB6A44B9E0134144D7D6F3F2660741A6370293B9E0134182788BD7F2660741EB662D51C1E0134174D36AE110670741624CCC8EC1E01341F54891E70F67074114F73847EEE0134194FE88C11E67074174C1CA54EEE01341051BAFC01D6707418B0E10F71CE11341CE2F43693C6707410729781E1DE11341BAE8812F3C67074174311A0A25E11341CF6D1E363E670741C2A88F0025E113411E605B293E670741D4EF096F2CE11341D43967059F6607413D961F772BE1134178B786009F6607414C69E0CC2CE113412F383D9FA066074148246B9B2DE113419F15553399660741533ED03A31E1134108FE275C8D660741C0ED650437E113417E94E4A479660741197C81FA2CE113417877819C796607410173F5542BE1134174642DDE386607419D16EBA72AE11341F629A43D386607417E0FA0C84AE11341F83C7F9A3A660741DE4AC8CA4AE11341BC4711623A6607410003485B52E113419C9AC6133866074100A2C84D52E113410A01677337660741ED4E196372E11341C3C741D039660741088A416572E11341A560B7A639660741DB85A1D379E113418DD95F4937660741762CA6F379E11341E134BAB7366607412F683BF299E11341AF3B29AD76660741491898659AE11341485BB6B1766607419CDB9F2699E11341DA58E62986660741C8CF244099E11341ABC6822586660741EEC0B8739AE1134152D54DFEC56607414AE29ADB9AE113410BA6B102C666074108F106A899E11341226EAD4FD5660741906765C199E11341662E734BD5660741B10D95E99AE11341F9D7A43215670741075D88519BE11341E134626015670741AAA0A1197BE1134166C5C382F36607416E12CC396BE113412C250DF1066707418E53FAD061E1134146E380F63467074188269F4C79E11341BD10997F646707413FF50F7879E113419F30AA7A6367074106AF77D8C0E11341CAECCD34836707415C9BDB00C1E11341B4BA4F08806707414E9733FF2CE213418D9AC4C73E67074166AC9A8A2CE21341EC8C0FF93F670741C6DE655C04E21341360C86422A6707414AA4C53104E21341892F16872B6707414D27DDADDAE11341813957ED1567074154995783DAE113412D334CD6166707410CED1B4CBAE11341E6AB5EDAC2660741D64DA3AFB9E1134135C5F24EC166074170C2E9B9EEE11341B85BB0E8D66607416ADC6DE4EEE11341E2FB7EA6D46607417C70CC5B3AE213415E43CD249A660741AA1689483AE21341EE03482A9966074167DB2F8D4FE21341C34488E081660741E44122614FE213415088E6C08166074141499C1854E2134126F3C6A8636607415C9EF3DA53E2134140E5A4CD61660741BBE238E892E2134180707099D3660741DBF213C293E213415693DF10D0660741869A95300DE31341C1FCBF3BE2660741F80BC06E0DE31341E9A57673E2660741144DFF9825E31341AC8B1078B266074110EF983F25E31341F9280B8CB26607410E8F1291B5E3134114DECDC622670741B6E53FB3B5E31341593814C6226707416E67BCD6B9E313417C44E0B32267074124B40FB3C6E31341BFCA67A922670741B0378062D5E31341FE58865CA2670741FD7B7787D5E313411E622868A2670741A4E84888C6E313418D088389A26707415887A1C7A5E31341906C36C2A2670741DA0624F36AE313419B3280ACF06707413AC005F66AE3134191B63FDF6468074106811BF968E31341D19019248869074103D886E76AE31341C4C2317A8969074177B890C138E3134131E8E068AC690741FB9556F838E31341911FFC01AF690741FEB7B9F6D5E213412CF70E3AAA690741E571F4E6D5E213417538A329AB690741FABB71F3B3E21341F41722B16E690741A6F9808EB3E213413C4851296F690741B8DD4478A2E21341FAE0C84B0E6907416A8AD9CFA1E2134160039BCB0E6907411E9633A28EE21341B81BE7BF916907415B449E808FE213412442BF0E91690741EE011B9E94E21341CD253652AF690741B0709AD094E21341D8BBA54DAF69074130AB920F96E2134173495363386A074176D5740A97E213417194D6BC3A6A0741270D076F45E21341CA77F69FD7690741B3FD868B44E213413AD06887D869074188FD9AD124E213419978A85434690741BC28C49B23E213419146414E346907414CD5E9E340E213419E86CF83EB680741FB7CB87340E21341B54688D0ED68074106A21DA4DAE113414E632A6A8C6807417E08AC04D4E1134100C3169A906807414641849E83E113410E25AE97EE67074106B333AF82E11341A6D824ABEB67074162856B8704E21341E4B5718FCC67074169C8955F04E21341473E19AAA3670741BAD5692304E2134129EC5525A86707411E3D4CDB2CE113412C854EE1D5670741FDA3E41B2DE1134149A8E20AD667074116B384AD25E11341BDCCE59FE5670741B24E28C725E1134142CCCD5AE66707416489D25C06E113415DE48380D76707411DF9066606E1134195FA2A74D76707419C16E322B3E01341F387F076D767074158EEE2BF9AE0134165DA69C260670741A20DE9B99AE01341ACA1CB4F61670741C0395ACF83E01341D47A86B750670741085FCBB483E013417EC7EDE050670741D4B4CF517CE01341A5DD5B8911670741B34CC1F57BE013415AF4726011670741B816903683E013411C4A3CB9E56607413FA4E5F782E01341840A2D50E6660741C869396D69E0134152EB9803FB660741FD9BEB9669E0134190BE759FFC6607416511A12D28E0134100A096FCBB660741E66168D027E01341D2CFB78BBD6607415FB6ACDFE9DF1341B69B65E35B660741BD4C874DE9DF1341CA8C8A5E5B66074126EEB6E7FDDF1341217D11EA1B6607416CA39A8BFDDF1341020511651B6607414E952E3112E0134192DC00B7DB6507410AF1E0D411E0134106DE4CD6DB650741507B2F340DE01341A19D6E6DB6650741CEE6A6060DE013419DC4841FB6650741F8D2C86C1EE0134104000000C7A7F1906A6707412A1415A452E11341F6E805BB846707417E0E775552E113419449D04D85670741EA72365561E11341C7A7F1906A6707412A1415A452E11341,010100002040710000242B561FC1420741F09A4D7530E01341
34,gezondheid,169,3113.59317705,,HagaZiekenhuis locatie Leyweg,Den Haag Moerwijk,3203,stoptreinstation,134,1238,0,24152.00323101777,649,0.52423263327948303716,72,143,40,2,981,0.058,0.116,0.032,0.002,0.000,0.792,8.854,0.484,1.041,0.306,0.013,0.000,7.011,0.055,0.118,0.035,0.001,0.000,0.792,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000000C000000734BC90DCEFDF2409F1F1140599D1B41D601036F27FFF24048F225C1369F1B41B237CE4E1E00F3408FE711E3ACA01B410A0F3794B009F340D5EA430EB8A01B416F0B1A2D6E0AF340D53DCEECB8A01B41C67B3434A60BF340EE7F9080ACA01B418F29EBD6300CF340253B2C8387A01B41D5BD2D364D0EF340DA76BF40B99D1B411C70A97EB705F34063222EB6309C1B41DF47A2BE1F03F340422717F5489C1B4143D82EA81601F340C78EE493799C1B41734BC90DCEFDF2409F1F1140599D1B41,0101000020407100000F982CD8DEC7F3403D7D3D7EE69A1B41
35,gezondheid,158,2020.29801983,,Ikazia Ziekenhuis,Rotterdam Stadion,0,facultatiefstation,144,1012,0,15722.03557312253,421,0.41600790513833992095,35,270,42,0,665,0.035,0.267,0.042,0.000,0.000,0.657,5.627,0.279,1.081,0.216,0.000,0.000,4.050,0.050,0.192,0.038,0.000,0.000,0.720,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000001E000000C4E4124716CDF6401B1A1B3055731A416E21EE7319CDF64021F41A2A6B731A41E4788BFA20CDF640A343853D82731A418E44049AB7CDF6408A7083D08A741A41072090EF07CFF640C2B65212EB741A41F6F512244ACFF64093ACBCE163751A417DAD1C8950CFF640E7B905F16C751A4175231CC852CFF6401595D00C70751A41419AB6BDFDCFF6404DAEAFDA8C751A414C45325DB6D0F6405E9CB1F9AB751A419666B68418D1F6407E7D118BCD751A41DB593E4935D2F640F8487A04F8751A41A061B77E3FD3F64047EA6FCF8F751A41FDA897602FD7F640849213A702741A4138B6E8D4C5D2F640576375762D731A4196D2A0BC63D2F64038FBCAA211731A41248F3E8DAFD1F640025DEB41F3721A41D3C2A1585BD1F640C8E8370DE5721A41461300E2D0D0F640A7785A00CF721A41D4DA9321A7D0F640FF3DF951C8721A411847F6728ECFF640D218C4D3C8721A419A7A277A4DCEF6401EA9B7D4B5721A41CECEECD6D6CDF640B5323CAAD7721A416AD0457EAACDF640C6A0F121E6721A416C6BD46C85CDF64049B42EFBF6721A412C73DB1E66CDF640F9D57E4C06731A4144FACF133CCDF6406DA954FA21731A41F81487B42BCDF640616E384530731A4104A0B2CF1FCDF6409C4F930440731A41C4E4124716CDF6401B1A1B3055731A41,010100002040710000EA59EF3A8643F740E256E39BBC811A41
36,gezondheid,72,11799.23851064,,Treant Refaja Ziekenhuis,Veendam,4455,knooppuntstoptreinstation,54,504,0,18992.48015873016,279,0.55357142857142857143,5,15,0,0,484,0.010,0.030,0.000,0.000,0.000,0.960,3.381,0.023,0.091,0.000,0.000,0.000,3.267,0.007,0.027,0.000,0.000,0.000,0.966,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0106000020407100000100000001030000000100000007000000D9618F8F96980F41C4A4DA21FB092141FF7ED5DC9A9E0F41F45670876C0B21415E08A16691A30F415BEC4D95210A21414A9B76E10A9D0F41C5AD1D9883082141C432A26E449B0F4199DFAF99EE0821413C7DB5C8619A0F415E7297107A092141D9618F8F96980F41C4A4DA21FB092141,010100002040710000D4F329F1FA290F410380AE447E612141
37,gezondheid,103,488.30796136,610,Ziekenhuis Rivierenland,Tiel,4455,knooppuntstoptreinstation,88,861,2,8360.20905923345,219,0.25435540069686411150,18,291,0,2,550,0.021,0.338,0.000,0.002,0.002,0.639,6.404,0.083,1.836,0.000,0.043,0.043,4.442,0.013,0.287,0.000,0.007,0.007,0.694,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.500,0.500,0.900,0.900,010600002040710000010000000103000000010000000700000097E6F33F812403412869CDCB62741A416F2976BE562503415F8E890FFF771A418B7D9BBF842B0341DEC73A0CC4771A413DB0D1766E2B03417A57ACC5E2761A41AE0E768B322B0341BF1F779285741A419729247329280341DD43990BF0721A4197E6F33F812403412869CDCB62741A41,010100002040710000FED0EA3218370341778A7C6272741A41
38,gezondheid,14,3151.18280053,,Basalt revalidatie Den Haag,Den Haag Moerwijk,3203,stoptreinstation,13,204,30,46295.490196078434,119,0.58333333333333333333,8,32,1,33,130,0.039,0.157,0.005,0.162,0.147,0.637,1.071,0.052,0.167,0.006,0.185,0.169,0.662,0.048,0.156,0.005,0.173,0.157,0.617,33,0,31,1,0,0,0.2,0.0,0.2,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0106000020407100000100000001030000000100000015000000BB68DB1D3F10F34012CAEA4B0A851B4175353D222512F3409A13B44576851B41C2605528D713F3408E155ECD0D861B410F19F5B7FF14F340553722285E861B41531C865E1019F34026CBE04E31871B411FAF58A51A1AF340C8FF4CD973871B41E8CD31B1DF1CF34068885AD6A3861B41A77316C9461CF340E245F77682861B41F2AA76A1A01BF34076D60D72B5861B41BB12CE31511BF3404C933C68BD861B415671D5C7F31AF3405923F91DBA861B4108B318A4A417F3400483068334861B412F54DF016817F3408BE3AF3A22861B4101878DB26E17F340D97DAA870E861B412345DD1DA418F3403CFF4C80A9851B41ABA32E0A3C19F34015EEEE5D9E851B416FCC1D25E619F34050A7C21FA6851B4139AF11DE151BF3403012D5ACD8851B41778A4DFE241DF340D4DE22B63F851B41A36C4C462315F340B52F88D097831B41BB68DB1D3F10F34012CAEA4B0A851B41,0101000020407100000F982CD8DEC7F3403D7D3D7EE69A1B41
39,gezondheid,319,1846.52518992,1373.3333333333333,Rijnstate Arnhem,Arnhem Velperpoort,5101,stoptreinstation,239,3247,27,22795.789959963044,2295,0.70680628272251308901,41,433,79,33,2661,0.013,0.133,0.024,0.010,0.008,0.820,17.578,0.278,2.943,0.615,0.186,0.134,13.556,0.016,0.167,0.035,0.011,0.008,0.771,33,3,2,19,0,9,0.2,0.0,0.0,0.1,0.0,0.1,0.091,0.091,0.164,0.164,010600002040710000010000000103000000010000004B000000AA2EDDE2D14707411831D5C0DC381B41B627B55CE64707417A785E0A08391B41E3B30D20EF47074104799E6E2C391B41B21F263BFE4707412FCB556947391B4104983A7B1748074142BF918B67391B41F38BD440374807419073C9497D391B411D77903D22490741E7B0564CFA391B4164FAE53B62490741C79CEBAC153A1B41630F7B639B490741C3A04F6A273A1B416BA65941DD490741D9D7A9EA363A1B415060359D3D4A07410C3CE06E423A1B4109AEFD37174B074100B70849463A1B41347102792E4C0741A31AD46C493A1B41EDBA34DD414D074156131EED493A1B4184933C44CD4D0741A0998B32443A1B41FD4A0B595E4E0741BCFCB0103D3A1B41D9D13904F84E0741D89466EF303A1B41967BED80944F07410454550C1C3A1B41FC8BC5A00A5007413803E487043A1B418A0629BE625007411FF1C730EA391B41CA153A577950074111833D48E1391B41B8EA4841D05007413A141ACBBE391B41865E3EE3385107410D1554C2A5391B41F0E8F372A4510741469AD87FCD381B41BE92E465A151074183A5C885B7361B4181F5D03FA2510741793B986FA6361B411D3C6190A0510741B6A39B66A1361B413927CCF98C510741B8C421DB9B361B41D3CA13718651074124EEA8638C361B4185604612795107419E3BE12560361B4163985473E04F07415397798B62361B41FDFF91CC8C4F0741785A9F0A61361B410A8C5FA7354F07414C53632F5A361B41E6B5D84EF94E0741D56ECD1754361B4155726655C14E0741180EFFD54B361B41DC2F9545704E0741560ED95E3E361B416B66C92F274E0741C039642D30361B414A4902D0D54D07412F6391AE1D361B41B552440B854D074141B3B94507361B41774325A0F34C0741E4676020D5351B41D07F46DCCF4C0741117E996ECD351B414114AC7AB44C0741174C4AA0BF351B41F01B86DF984C0741930F1C59AE351B419A8AE303894C07410FC2AB84A1351B41CC230FBA5F4C07414BA16DEE84351B4198A2A7E4174C074123A6F9A849351B41189E1C83AC4B074169980E8EE0341B4162DF4AA73B4B074162AAB66672341B41A431CC102B4B07413B396FFB5E341B4146FAFC12904907413651AD25BD341B4186AC00903E490741848FB188D6341B41994239DBF1480741F0B1D9A3F9341B412371FD58AA480741ABFE6C4935351B4109E615519E480741922DA83091351B4111C79C39BD480741A489A11FA2351B417E6FF4ACB9480741A645C8ECDD351B41484B719EB5480741341685C916361B4140A55E03B5480741CF9BD3B531361B41C6FDACA4B348074152C6A99E44361B41E62BDA65B0480741A0327F0E58361B41E52584B6AE480741F59C301D66361B41B0FD0213AE4807416A7FA5576C361B412FBD84F1A64807412EB97132B8361B41F23DB2A09F480741773880CDCF361B41FB5F8EE294480741722233B1EC361B41B378B8E37D4807414EECB95528371B419256987760480741598E57415C371B41F1EE1E671B4807418CB5935DC0371B41474F37FAF4470741322D0882FB371B41D9C627CAD8470741B81841D329381B4178CA46E5D747074144917E8B32381B41821B7297DC470741ABCC1D383C381B4118F11F6FE24707410F744D8F42381B410AC832E8E04707415775EB4964381B41AA2EDDE2D14707411831D5C0DC381B41,01010000204071000022E06EA952620741370BEC621F1D1B41
40,gezondheid,75,260.9058689,,Saxenburgh Medisch Centrum,Hardenberg,2671,sneltreinstation,60,461,0,18856.247288503255,297,0.64425162689804772234,7,47,1,0,406,0.015,0.102,0.002,0.000,0.000,0.881,4.441,0.269,1.112,0.004,0.000,0.000,3.055,0.061,0.250,0.001,0.000,0.000,0.688,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,010600002040710000010000000103000000010000002B0000004A10E2B14F350D41769445A320241F41626701F1C1360D41D4A8F95FBA241F413C1E0C290C370D41FBA14626E6241F41A6E8BA933C370D41D632E38209251F4198FE714292370D41D03D8F285C251F41A6AD1EDEBC370D416DAEFC5D84251F418A77CE99CC370D4162706E66A5251F418043E782C5370D41C6794A41DF251F41F2810742DE370D4130B7E57DE0251F4161218045E7370D411C100FB2C0251F414413F4E91D380D41BF6147DCC4251F417C5EE6BD16380D41F941B328E3251F41402186A9A3380D4147E64D23EB251F41D0FD2B7D88390D41108D7905EF251F415853C600C8390D4186BABC01EC251F413A664C2C5F3A0D41FC81BDDFE5251F4126B882B7ED3A0D41235BDBA3DC251F41C01094B4B13B0D41449ED760C6251F41C9E5BE8A293C0D413013771CB3251F41E322A2E4763B0D41C8C2C186B9241F41AA1D30317D3B0D4146274670A6241F41DC3C5D59BD3B0D41EE100C7774241F41F41085D2C73C0D4127C6DD6281231F412CE597F8F73C0D410B4DCE938E231F417EDA1AFE813D0D41D34ABD0D05231F411C6043C3653E0D41F5C99EFC93221F413A102044553D0D41EE4A08E8C4211F41D00D7691FD3C0D41013B281453211F412E7E65EBC93B0D4108748DAB57201F41741785A4AC3B0D41B290A16631201F412E2956F4DC3A0D41087B3644751F1F41C27CCE1B6E390D41D2E032FA571F1F41A7462BBBF6380D41007308D46B1F1F41F7D92E30BC370D416F4CBC5BB61F1F412E368EA6BE360D416C59628E14201F415A40DA7CBE360D41C22F0FFF3B201F41AA53B64D14360D41E2856BC163201F41DE55AAB66B360D415A02FF9EC6201F419B325CB48C360D4143EFE087F2201F416AF453AEA5360D417A029B8932211F411DA976A5AB360D417A84CD3086211F41529FFE66F4350D41B3926DF416231F414A10E2B14F350D41769445A320241F41,010100002040710000B039EE19A6310D41FA3BFAC6AA231F41
41,gezondheid,253,957.45315837,1185.5056179775281,Amsterdam UMC - locatie VUMC,Amsterdam Zuid,68699,intercitystation,181,2071,178,21409.26605504587,991,0.47851279575084500241,221,361,172,210,1107,0.107,0.174,0.083,0.101,0.086,0.535,9.481,0.750,1.495,0.889,1.061,0.947,5.286,0.079,0.158,0.094,0.112,0.100,0.557,210,89,112,5,1,3,1.1,0.4,0.6,0.0,0.0,0.0,0.424,0.429,0.392,0.398,01060000204071000001000000010300000001000000120000008CCB0833E609FD40961F753147781D410827A2FE0A0AFD408558ED67FF7C1D4163563050580DFD40D6BB4F00007D1D4192CBD6685B0DFD4079BCCE92AD7D1D41F2908A65660AFD406ED656B4AB7D1D416A63F877F70AFD40DD128AEF36801D41C6F939568911FD4096B07CC62D801D41B3D9AB4F9111FD407F24DC83FD7F1D410BE41D666313FD40070F4761FD7F1D41C1C9ADCF6913FD403B08F5E8AB7D1D4152A2B3C93910FD4045B6C564AD7D1D41834933B93910FD404FDD095CF77C1D411AE2454A8018FD40C8D63E67E57C1D418A7D445A9418FD4067EC24CDE17B1D41CEBA5C839518FD40DF1A77FD24791D4118D6A1106A0FFD40B0E813C395791D417AE18F57440FFD409B2274DF48781D418CCB0833E609FD40961F753147781D41,010100002040710000901E7AE49943FD406895AFADB9831D41
42,gezondheid,112,1516.07062944,369.375,OLVG West,Amsterdam Lelylaan,15908,stoptreinstation,95,626,12,22840.65495207668,301,0.48083067092651757188,44,107,66,36,373,0.070,0.171,0.105,0.058,0.019,0.596,2.945,0.172,0.614,0.289,0.113,0.037,1.756,0.058,0.209,0.098,0.038,0.013,0.596,36,16,9,7,0,4,0.1,0.0,0.0,0.0,0.0,0.0,0.444,0.444,0.438,0.438,0106000020407100000100000001030000000100000016000000A0288CC4B7B4FC4075EB52D42CBA1D41BEECE9AB6FB7FC40776A77388DBC1D4152929E6CF3B8FC40578F0D0FE1BD1D41B3C067D376B9FC40B118B91525BE1D41FECA8D5902BAFC409441FADF1BBE1D4132753989DABBFC40D13190B7FCBD1D41299953ED58BFFC40F42F36FEC2BD1D4102CFED10A7C4FC40CACE4E2168BD1D418801AF8AA7C4FC40C44EA7BE53BD1D41888EF670A8C4FC40FCFB377E30BD1D41214C22BCBFC4FC40B51C62BEC6BC1D412D238535FCC4FC403DBE44C011BC1D41B2E322E344C5FC40767531FFFABA1D412093189C96C5FC40E16A91A0A6B91D4162EC62A99FC5FC40E22CF89370B91D419C42C4CB3CC4FC40D0169B7272B91D4172FB54677CBEFC40918533699BB91D41F085F6B074BCFC4060A5BE32B0B91D418969A6D0D8B8FC40EAC58B25E2B91D414B0BFF5C23B7FC403328013201BA1D417FAAC4610BB5FC40C627732523BA1D41A0288CC4B7B4FC4075EB52D42CBA1D41,010100002040710000B46D8D92B1A3FC40474E3128DBA41D41
43,gezondheid,74,1176.66273665,1456.6666666666667,Noordwest Ziekenhuisgroep Den Helder,Den Helder,4293,intercitystation,61,679,3,17593.475699558174,378,0.55670103092783505155,40,67,0,3,563,0.059,0.099,0.000,0.004,0.004,0.829,4.108,0.173,0.506,0.000,0.016,0.016,3.395,0.042,0.123,0.000,0.004,0.004,0.826,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,1.000,1.000,1.000,010600002040710000010000000103000000010000000A0000001403A9EC0042FB4008BF0655D7DC204184B785B84946FB4077595BA471DD20418E9E3DE6B648FB4099957E4F58DD2041DAB13A95564EFB40E5C5C4104ADD20412B7D5696F456FB40A24A884034DD204183C68A9E4E54FB4042BE337EE0DC2041BEE22E313E53FB400C00B841C1DC204113191F1A374AFB40393F8856B8DB20411FAA4D65C648FB40E47AEF8BD3DB20411403A9EC0042FB4008BF0655D7DC2041,0101000020407100004617644AD691FB4014FC699F25DA2041
