onderwijslocatie,aantal_verplaatsingen,aantal_respondenten,aantal_verplaatsingen_trein,aantal_trein_voet,gemiddelde_loopafstand,maximale_loopafstand,minimale_loopafstand,onderwijsstation,aandeel_voet,postcode,aantal_onderwijsinstellingen,onderwijstypes,station_naam,inuit,gewogen_afstand_station,afstand_centrum_onderwijs_station,postcode_geom,centrum_onderwijs_gewogen_geom,station_geom
1011,54,29,11,4,0.88,1,0.5,Amsterdam Centraal,0.074074074,1011,6,ho,Amsterdam Centraal,199510,871.0642502236262,791.55339909,010300002040710000010000009C0000000014D044D4C4FD404050FC1800B21D4100CB10C7F0C2FD40C0A44E8009B21D41004F4013ACC2FD40809CA2A33DB21D4100280F0B5DC1FD4040D3BCE33BB31D410003780BBBC0FD40803C2CD4B6B31D4100CB10C732BCFD40C07F483F6AB41D4100B4C87682BAFD4040871619ADB41D41002AA9136EB8FD40C0051254D6B41D41000AD7A3A2B7FD40C0A67947DFB41D41006DC5FE53B6FD4000C7BAB80DB51D41004182E24DB6FD4080EB51F80AB51D4100F4FDD413B6FD4080855AD3F0B41D410077BE9FC3B1FD4080D0B3D922B51D4100AA60545FAFFD40407E8C391AB51D4100B7D1002BAFFD4000166A4D19B51D4100E02D9033ACFD40C0DEE04B0EB51D41001D5A649FACFD40C04B3789A8B51D4100CA32C4F7ADFD4000ECC07946B61D41003A234A06ADFD4000151D096AB61D4100DA1B7CD5ADFD4080A0F8F1CEB61D4100F46C5620AEFD40C01E85EBFCB61D410096438B09B1FD404025750236B81D4100AF9465D0B3FD40408FC2B562B91D4100E2E99561B8FD408026C2064EBB1D4100BE9F1A6FB8FD40C035CDBB53BB1D4100ED9E3CCAB8FD40400C022B7BBB1D41002C6519C3BAFD4000F775A055BC1D41002A3A922DBDFD40804AEAC473BD1D41002FDD2435BEFD4080D409285CBD1D41003FC6DC60BFFD4040234AFB49BD1D41005EBA49A0BFFD404074245745BD1D41008AB0E1DABFFD4080E61DA769BD1D4100764F1EFBBFFD40002E90A07DBD1D41006688637CC0FD4000ECC0B9CDBD1D4100DC460310C1FD4080A0F83129BE1D410039B4C8B6C1FD4000022B8790BE1D41001B0DE0E4C1FD40C0F97EAABDBE1D4100D88173D9C0FD40808A8EE4D5BE1D4100386744D5C1FD40C07493D8A7BF1D41004B59862FC3FD40C066D5277DBF1D41001895D46CC4FD40C0AACF5574C01D41002DB29D93C4FD40801283C0A7C01D410036AB3E42C3FD408011A5BDD2C01D410063EE5AFAC4FD40401895542DC21D4100C74B3760C5FD40C00512547CC21D4100F54A5959C6FD4080CC5D8B3DC31D4100E92631A6C7FD40C06800AF3FC41D41003C4ED1C4C9FD40C0ACFA9CA3C41D41001B0DE0E9C9FD40C08D0670AAC41D41006F12833BCAFD4080AEB6228EC41D410043AD69DBCBFD4000CCEE49CBC41D4100BC969081CCFD4080AEB6E2EBC41D41004772F936CEFD4000DCD781B3C51D4100423EE819CFFD40C0DA8A3D47C61D410087A7573CCFFD40C0DFBECE54C61D4100EBE2369DCFFD400066F76446C61D4100EB73B59ED0FD40C0B6623FA8C61D41006A4DF33AD0FD4040136143B7C61D41006E348028D1FD40404ED1D112C71D4100C5FEB20AD0FD4000D34DE23DC71D410047037816D2FD4000BE301910C81D4100AE47E16ED9FD4080FB3AB0FFCA1D4100C9E53F96DEFD4040423EE8B7CA1D4100AD69DECBE2FD4080F90F69AACA1D4100CE88D2A9ECFD40C0293A92C3CA1D4100A69BC40CEFFD40C09F1A2F51C61D4100B6F3FDE0EFFD40400C02AB4AC61D4100F0164805F0FD40C0F831A609C61D410052B81E17F0FD4080B7400202C61D4100EE5A4274F0FD4080E09C51FBC51D4100287E8C95F0FD4040CF66D5C3C51D4100ED9E3C2BF0FD4080E5D0A2C0C51D4100431CEB08F0FD4000BE3019D1C51D4100B459F555EFFD4040522760DFC51D4100B98D0660EFFD4040A60A86BAC51D410006819564EDFD4000CAC342ABC51D41005F07CEEBECFD4080635D1C77C51D41002CD49A8FECFD40C001BC8574C51D41009E5E29A9ECFD40C060549244C51D4100E4141D5AEDFD4000F31F92F8C31D4100A323B959EEFD40C0915CFE18C21D4100D49AE612F4FD4040AD691E4DC21D41006132559DF5FD4040234A7B49C11D4100DFE00B4CF6FD40C0627F99BCC01D4100508D97D8F6FD4040499D402EC01D41009C33A243F7FD40C03D79189EBF1D41005F07CE8CF7FD40802D219F0CBF1D41001A51DAB3F7FD400098DD537ABE1D410054E3A5B8F7FD40800F7AB6E7BD1D4100C3D32B9BF7FD40C06F5F4755BD1D4100B29DEF5BF7FD40804AEA44C4BC1D4100F4FDD4D8F6FD404060E5100BBC1D4100BC749309FBFD4040984CD51BBB1D4100CDCCCCB4F9FD40C07F48BFE9BA1D4100E02D9087F8FD40406DC57EE1BA1D410027A089CEF7FD40C0B584FCF0BA1D4100AC1C5AE0F5FD40C022DBB934BB1D4100F0A7C6AEF5FD4080E9263135BB1D4100492EFF5BF5FD4000E336DA1FBB1D41008E757107F4FD40C03E579B4CBB1D4100E09C115AF2FD40C013D0C4D9BA1D4100C66D34C8F0FD40406744296FBA1D4100A301BCBDF0FD40807AA56C6CBA1D410017B7D159EFFD40C0D32B650FBA1D41006154520CEDFD4040355EFA73B91D41001283C027EBFD4000A5BD81FDB81D41005D6DC5C6E9FD4080FB3AF0A8B81D4100EEEBC0B5E9FD40809A77DCA4B81D410055302A01E9FD4000075F9879B81D41001DC9E522E8FD40C0CEF793B3B81D41001D5A644EE7FD40403A920B7CB81D4100DC4603AEE6FD40806ABCF449B81D4100F2D24D9CE6FD40000000804DB81D41000DE02D29E6FD4080635D1C2FB81D410097FF900EE5FD4080C95481E4B71D410088635D03E6FD40405BB17FABB71D4100AAF1D298E3FD40006D567D05B71D41002BF697F2E2FD40801B0DE0D8B61D4100CF66D519E2FD40C0C56D749EB61D410068B3EAD5E1FD4040BB270F8CB61D41002AA91372E1FD40006F810471B61D4100B07268E6DFFD40C02B65D905B61D410087A75784DEFD4040FC18F3A5B51D41003E79581DDDFD40C0DFBE8E44B51D4100F90FE99CDCFD4080C5FE7221B51D410000000088DBFD40806E12C360B51D41005BB1BF85DBFD4080D5E72A60B51D41004E6210EADAFD40005A64BB40B51D4100BA490CB8DAFD4080EB51B813B51D4100C05B20B4DAFD40C0DA8AFD12B51D4100E3C798C5D9FD4000917E3BE4B41D41002A3A92C3D8FD4040BF7DDDA1B41D41004260E5B2D7FD40801804965BB41D4100C66D3455D7FD40C0FC87344FB41D4100CBA1452ED8FD40C0C117E609B41D410027310892D7FD40C0073D5BEBB31D4100F931E639D7FD4080E5D022DAB31D41003480B77FD5FD408033A2F4A8B31D41002063EE94D4FD408014AE0797B31D41005D6DC530D2FD40009C336268B31D41002EFF21B0D1FD40402CD49A5EB31D4100789CA266D0FD40404ED19145B31D4100D5E76ABCCFFD40006822AC38B31D41001B9E5EC4CEFD40C07F487F71B31D410060764FB8CBFD40C0ACFA9C35B31D41000A68226CCAFD40003FC61C1CB31D410000000058C8FD40C000DE42F3B21D41007B832FAAC8FD40C0A3707DAFB21D41008FC2F54CC7FD40C0CAA10595B21D410030BB27FBC6FD4080B5157BD8B21D410010583982C5FD408095438BBBB21D4100265305A7C5FD4080A7578A81B21D4100EC51B8FEC5FD40C0AF032738B21D41001F85EB22C6FD4000E9B76F11B21D4100C5FEB2F9C5FD40806E124305B21D410014D044D4C4FD404050FC1800B21D41,01010000204071000022C5A12047D8FD4099BBA2445EBE1D41,0101000020407100009D1E391D57BFFD40DF4E6D830CC91D41
1012,178,95,73,32,0.89,2,0.3,"Amsterdam Centraal, Amsterdam Sciencepark, Amsterdam Science Park",0.179775281,1012,29,ho,Amsterdam Centraal,199510,1224.0020355747179,1203.96726366,0103000020407100000200000083000000005AF5B9AD9EFD40C010C77A40B41D4100143FC6659AFD4080F606DF48B41D410097FF90EA97FD40006F814462B41D41001B9E5E6993FD4080C420F0AFB41D41002EFF210592FD40409B559FDEB41D41003FC6DC7691FD4040014D44F1B41D41007DD0B34D91FD408075715BFEB41D41003108AC5691FD40008F533410B51D410002BC05D190FD400061C31337B51D4100B1BFEC0990FD4040A4DF7E82B51D41001361C3C08FFD404075029AA9B51D41005305A3158FFD40808A8E24CFB51D41009E5E29228EFD4000D578A913B61D4100ACADD8888DFD4000C7BAF845B61D41009F3C2C258DFD40004625757DB61D410005A392118DFD40C074931880B61D41009CA223D28CFD4000AAF1526BB61D41001B0DE0CA8AFD40C046037810B71D4100D7A370EA89FD4080C420F075B71D410058A835DE89FD40803A010D87B71D41005F29CBDD89FD4080F7E4A187B71D410039B4C8D189FD4040B29D6F98B71D41000A68224F8AFD40003945078CB81D410061C3D3C18AFD4080D409E86AB91D4100F0A7C6118BFD400062A11606BA1D4100F5DBD7D789FD40C0BAB84D13BA1D410041F163F289FD40C0CAA1C562BA1D410008AC1CDA8AFD40C09DEFA738BC1D41000A68227C8BFD40C0D85F3681BD1D4100E02D90C48CFD40C0B88D867BBD1D410001DE02558DFD40808CB96B33BE1D4100D1915C668EFD404008ACDC53BF1D41006F1283EE8CFD40C0F1D2CD5DBF1D41003D0AD7E78DFD404006819568C01D4100F163CCE08EFD404025758280C11D4100394547228FFD4040B9FC47A1C11D4100371AC0408FFD4000FBCBEEA5C11D41003D9B550B90FD40400C02EB9DC11D4100FBCBEED190FD4000F54A1999C11D4100265305C896FD40405986B8CEC31D4100BA6B09D298FD4040499D0091C41D4100A01A2F8997FD40C032C471B1C41D410048E17A9B97FD40C0E3141DB8C41D410091ED7CEB97FD408026C246D5C41D41003B70CE0499FD4040598638A5C41D41004A0C020D9BFD40C03E57DB67C51D410000917E659CFD40005917B7E5C51D4100DAACFA649EFD40C0749318A0C61D4100FF21FDACA1FD40406210D8D3C71D4100925CFE93A4FD40C08F31F7DEC81D4100AEB6624CA6FD4000A69B4467C91D4100295C8F3CA9FD40809318443ACA1D4100F853E3AAA9FD400059173759CA1D4100BE3099DCAAFD40C0506B1AC1CA1D4100F90FE96DACFD4040DD24464DCB1D4100FED47813ABFD4080EFA7C684CB1D4100BEC11791ABFD4040A60A46B7CB1D4100C286A7CAACFD40404547F23CCC1D41009D802638AEFD40405530EA13CC1D4100AED85F73B0FD40C04B370903CD1D4100832F4C12B9FD40C02B651925D01D41008AB0E10EBCFD40807346544CCF1D4100A913D082BEFD40808A8E24B8CE1D4100DC4603D0BFFD400093A98269CE1D410000917E44C3FD400074B595AECD1D4100637FD9D6C7FD40C0E1E955EBCC1D4100567DAEA7CAFD40009E5E6981CC1D41005DFE4314CCFD4040BD52D64BCC1D4100B29DEF87D0FD40C00209CABFCB1D410050FC1877D5FD40007C61F249CB1D4100AE47E16ED9FD4080FB3AB0FFCA1D410047037816D2FD4000BE301910C81D4100C5FEB20AD0FD4000D34DE23DC71D41006E348028D1FD40404ED1D112C71D41006A4DF33AD0FD4040136143B7C61D4100EB73B59ED0FD40C0B6623FA8C61D4100EBE2369DCFFD400066F76446C61D410087A7573CCFFD40C0DFBECE54C61D4100423EE819CFFD40C0DA8A3D47C61D41004772F936CEFD4000DCD781B3C51D4100BC969081CCFD4080AEB6E2EBC41D410043AD69DBCBFD4000CCEE49CBC41D41006F12833BCAFD4080AEB6228EC41D41001B0DE0E9C9FD40C08D0670AAC41D41003C4ED1C4C9FD40C0ACFA9CA3C41D4100E92631A6C7FD40C06800AF3FC41D4100F54A5959C6FD4080CC5D8B3DC31D4100C74B3760C5FD40C00512547CC21D410063EE5AFAC4FD40401895542DC21D410036AB3E42C3FD408011A5BDD2C01D41002DB29D93C4FD40801283C0A7C01D41001895D46CC4FD40C0AACF5574C01D41004B59862FC3FD40C066D5277DBF1D4100386744D5C1FD40C07493D8A7BF1D4100D88173D9C0FD40808A8EE4D5BE1D41001B0DE0E4C1FD40C0F97EAABDBE1D410039B4C8B6C1FD4000022B8790BE1D4100DC460310C1FD4080A0F83129BE1D41006688637CC0FD4000ECC0B9CDBD1D4100764F1EFBBFFD40002E90A07DBD1D41008AB0E1DABFFD4080E61DA769BD1D41005EBA49A0BFFD404074245745BD1D41003FC6DC60BFFD4040234AFB49BD1D41002FDD2435BEFD4080D409285CBD1D41002A3A922DBDFD40804AEAC473BD1D41002C6519C3BAFD4000F775A055BC1D4100ED9E3CCAB8FD40400C022B7BBB1D4100BE9F1A6FB8FD40C035CDBB53BB1D4100E2E99561B8FD408026C2064EBB1D4100AF9465D0B3FD40408FC2B562B91D410096438B09B1FD404025750236B81D4100F46C5620AEFD40C01E85EBFCB61D4100DA1B7CD5ADFD4080A0F8F1CEB61D41003A234A06ADFD4000151D096AB61D4100CA32C4F7ADFD4000ECC07946B61D41001D5A649FACFD40C04B3789A8B51D4100E02D9033ACFD40C0DEE04B0EB51D410063EE5A6CA9FD4040FC18B30BB51D4100F0164884ABFD4040ED0DFE68B41D4100DC460326A8FD40801D386773B41D4100B8AF0380A5FD40002B875681B41D41006E3480C9A3FD4000ECC079A8B41D4100AAF1D297A3FD4080810405A2B41D410000000050A3FD40C0C117A68AB41D41000E2DB20BA2FD40405305E39AB41D410017D9CE08A2FD4080DD93479FB41D4100621058E1A1FD40801804D68BB41D4100D6C56D73A1FD4080B96BC96AB41D410029ED0DFBA0FD404072F94F52B41D4100431CEB64A0FD4080D2DEE042B41D41005AF5B9AD9EFD40C010C77A40B41D410B000000009031772293FD4000F46CD6AFBE1D4100789CA21394FD40C07D1DB8D3BE1D4100643BDF5594FD40007A362B2BBF1D41004A0C02EF94FD4000D7A3F02EBF1D4100F775E00595FD404006811531BF1D41009D8026F294FD4080A52C8331BF1D41008E06F0C891FD4080D4096843BF1D4100105839C891FD404006819542BF1D4100516B9A9691FD40C07F487FDBBE1D41008AB0E13492FD4040B072A8D5BE1D41009031772293FD4000F46CD6AFBE1D41,010100002040710000DF44C27DD99CFD40D23062C254B81D41,0101000020407100009D1E391D57BFFD40DF4E6D830CC91D41
1013,19,10,4,0,0,0,0,0,0,,,,,,,,,,
1014,36,21,16,1,0.1,0.1,0.1,Amsterdam Sloterdijk,0.027777778,,,,,,,,,,
1015,11,5,1,1,0.9,0.9,0.9,Amsterdam Centraal,0.090909091,,,,,,,,,,
1016,26,16,7,2,1.5,1.6,1.4,Amsterdam Centraal,0.076923077,1016,1,mbo,Amsterdam Centraal,199510,1741.36703511,1741.36703511,010600002040710000020000000103000000010000009A000000008638D60265FD400042CF66EAB01D41006DE7FB0865FD40008D286D20B11D410058A835DC64FD40C032C4F17FB11D410060764F8664FD4040B4C836D1B11D4100C8073DEB63FD40803255B033B21D4100CA54C15163FD40403CBD1280B21D41000A68228262FD4040423E68CFB21D41004ED1918C61FD4080B96B8917B31D41007FFB3ACC60FD404047723940B31D41000E2DB22B5FFD4040DF4F8DFCB21D4100696FF0995EFD40403EE85919B31D410060E5D0125EFD4000DCD7013FB31D4100D122DBB95CFD4000560E2DB3B31D41006B9A772F5CFD40C0F3FD14F2B31D4100711B0DD65DFD4040CB10C723B41D4100B003E7225DFD4000C7BA38DBB41D4100832F4CDB5CFD40000DE0EDA3B51D4100B37BF2AE5CFD40403A924BEFB51D410034A2B4515CFD4000FBCBEE48B61D410076E09CE95AFD4000295C0F26B71D4100CBA1459458FD400083C0CAE5B61D4100925CFE8958FD4000F77520E8B61D4100B29DEF9356FD40408B6C2760B71D4100B1506BAF55FD40C037F882AAB71D4100A323B9C954FD40400AD7230BB81D4100F4FDD4DE53FD40007F6A3C8AB81D4100780B247B53FD4040FE437AEAB81D4100A01A2FD752FD40C0CAA1C588B91D4100D578E9A652FD4000D1225BB6B91D41000D71ACAD51FD4040D49AE69EBA1D4100A089B08B50FD4040F8C2E4C3BB1D4100B1BFEC9150FD40408E7531CEBB1D4100A4703D4251FD40800F7A36E2BB1D410099BB96A850FD400032E6AED9BB1D4100C9E53F7750FD400024283EE0BB1D41005DFE43DE4FFD40C045B67388BC1D4100AAF1D2854FFD40C047E17ADEBC1D410083C0CA4651FD40C0D85F7609BD1D4100AD69DE0A51FD40406519225BBD1D41005917B7FF50FD4000E9B7EF99BD1D4100EE5A424651FD408036ABBEE1BD1D41005DFE439D51FD4040B29D2F18BE1D4100B1E1E92C52FD40407958A857BE1D410057EC2FB052FD408053742483BE1D41008941606053FD4080D0B359AABE1D4100F90FE94754FD4000197357E4BE1D4100B8AF03C354FD40805F074E15BF1D41004013614555FD4080006F4164BF1D4100B459F58355FD40807FD9FDB1BF1D410048BF7D1D53FD404074241781BF1D4100C74B378353FD40005839B4DDBF1D4100CA54C1AC53FD40007B142E6FC01D4100D7A370B153FD400054E32505C11D41003E7958F154FD40C03E575B03C11D4100713D0AFB58FD4040BA490CD1C01D410048BF7DC858FD4000C8983BB9C01D410065AA60E358FD40C03E571BB8C01D4100CFF753275AFD4080B96B89AAC01D4100341136335AFD4080006F8198C01D4100F7E4614D5AFD40C0F3FD9495C01D41003E79583B5CFD4040E3A59BA6C01D4100C976BEE15BFD40C001BC4540C01D4100E92631B65EFD4000EA957283C01D4100849ECD4960FD4000098ADFA8C01D4100FE43FA8B60FD4080EE5A02AFC01D4100371AC03F62FD40C067B36AD7C01D410055302A0E64FD404003784B02C11D4100EE5A426B65FD40405530AA22C11D4100A69BC4CE65FD40804160E52BC11D4100BC74935A65FD4000AAF15281C11D4100ADFA5CBF67FD40C06B09B9BAC11D410029ED0D2A6AFD40C0096822F2C11D4100A01A2F8D6DFD40C09DEF273FC21D41005A643BF16DFD40803BDFCFEEC11D41000000004870FD400032E6EE24C21D41000000008071FD4080F7E42141C21D41009318042573FD4040D1919C66C21D4100F163CC5875FD40803A010D95C21D410074B5158876FD4040EA0474AEC21D410057EC2FBA76FD40803D0A57BEC21D4100355EBA1D77FD40C0FC87B4A2C21D410004560E9577FD408058A8B591C21D4100711B0D6A7BFD40C012F2C141C41D4100DE718A117CFD40C035CD3B2BC41D4100E5D022467CFD404072F90F18C41D41001B2FDDA47BFD4000E9B7EFD1C31D410014AE47337EFD4000F2414F71C31D4100E3A59BC67FFD40406EA3C135C31D410039D6C5C480FD40C0CCCC8C16C31D4100AC1C5A6E81FD4000FCA9F15DC31D4100CDCCCCA283FD40803F35DE0EC31D41002063EE9E83FD4000FBCBEE0CC31D4100A913D0F582FD4040C1A8E4C3C21D41009031776583FD40006D56FDB2C21D410031992A5C85FD40801D38676EC21D41002731082E86FD4040B81EC551C21D4100D712F27C88FD400054E32501C21D4100E926312089FD40408941E0EAC11D4100CA32C4D589FD40C02E6EE333C21D41000E2DB2D789FD4080E7FBA934C21D41002EFF21AC8BFD408019E25803C21D4100C05B20808BFD40C01951DADEC11D4100ADFA5C148CFD40C0E3145DCEC11D4100BB270F378CFD40401AC05BEEC11D410086C954928CFD40000EBE30ECC11D410088635D8B8EFD4080C2F568B8C11D4100A69BC4B08EFD40C04E4093B4C11D4100394547228FFD4040B9FC47A1C11D4100F163CCE08EFD404025758280C11D41003D0AD7E78DFD404006819568C01D41006F1283EE8CFD40C0F1D2CD5DBF1D4100D1915C668EFD404008ACDC53BF1D410001DE02558DFD40808CB96B33BE1D4100E02D90C48CFD40C0B88D867BBD1D41000A68227C8BFD40C0D85F3681BD1D410008AC1CDA8AFD40C09DEFA738BC1D410041F163F289FD40C0CAA1C562BA1D4100F5DBD7D789FD40C0BAB84D13BA1D4100F0A7C6118BFD400062A11606BA1D410061C3D3C18AFD4080D409E86AB91D41000A68224F8AFD40003945078CB81D410039B4C8D189FD4040B29D6F98B71D41005F29CBDD89FD4080F7E4A187B71D410058A835DE89FD40803A010D87B71D4100D7A370EA89FD4080C420F075B71D41001B0DE0CA8AFD40C046037810B71D4100C217269488FD404072F98FC6B61D4100A52C435D88FD40C0E848EEBEB61D4100FB3A706787FD40C06D34C09CB61D4100E86A2BDE86FD40405530AA89B61D410088855A1486FD408087859A6DB61D4100E10B93FE84FD40807EFBFA46B61D41006D567DD084FD400064CC1D6BB51D4100B5A6796584FD40C06F5FC75AB51D4100B1BFEC6E81FD40C034EFF8E6B41D4100F7E461347EFD404080B7C078B41D4100E92631177DFD4040EC2F3B4FB41D410044FAEDD07CFD4040C2862751B41D4100C3F528E37BFD400034113626B41D4100A323B9EA7BFD40C017265323B41D410098DD93E278FD4040477239B6B31D4100D0D5564C75FD4040F1630C37B31D4100355EBAF174FD404039B4C863B31D4100C3D32BF773FD4040E483DE3FB31D41005E4BC84774FD40C0E00BD310B31D410070CE88DE73FD40403333B33AB31D4100B81E85D172FD40C0CAA1C515B31D41001283C0DA72FD40801D38A70FB31D4100B840823173FD4040014DC4E6B21D41008D28EDC06EFD404040132142B21D4100AC8BDB396CFD40C04B3749E4B11D4100D0D5564D69FD40C04E40537CB11D4100BC96904769FD4000DCD7817BB11D41008638D60265FD400042CF66EAB01D410103000000010000000B00000000643BDF5594FD40007A362B2BBF1D4100789CA21394FD40C07D1DB8D3BE1D41009031772293FD4000F46CD6AFBE1D41008AB0E13492FD4040B072A8D5BE1D4100516B9A9691FD40C07F487FDBBE1D4100105839C891FD404006819542BF1D41008E06F0C891FD4080D4096843BF1D41009D8026F294FD4080A52C8331BF1D4100F775E00595FD404006811531BF1D41004A0C02EF94FD4000D7A3F02EBF1D4100643BDF5594FD40007A362B2BBF1D41,010100002040710000000000009065FD4000000000ACB91D41,0101000020407100009D1E391D57BFFD40DF4E6D830CC91D41
1017,38,20,15,0,0,0,0,0,0,,,,,,,,,,
